node_a	node_b	arm	label_a	label_b
15478563	15787032	arm1	flankL	
15787032	4439082#1	arm1		NC_062999_HD1
4439082#1	4439082#2	arm1	NC_062999_HD1	NC_062999_HD2
4439082#2	4439082#3	arm1	NC_062999_HD2	flankR
4439082#3	7315696	arm1	flankR	flankR
15478563	15787032	arm2	flankL	
15787032	2315399#3	arm2		NC_062999_HD1
2315399#3	2315399#2	arm2	NC_062999_HD1	NC_062999_HD2
2315399#2	2315399#1	arm2	NC_062999_HD2	flankR
2315399#1	7315696	arm2	flankR	flankR
