node_a	node_b	arm	label_a	label_b
17104083	18018225#3	arm1	flankL	flankL
18018225#3	18018225#2	arm1	flankL	NC_062999_HD1
18018225#2	18018225#1	arm1	NC_062999_HD1	NC_062999_HD2
18018225#1	18895911	arm1	NC_062999_HD2	flankR
17104083	18680407#3	arm2	flankL	flankL
18680407#3	18680407#2	arm2	flankL	NC_062999_HD1
18680407#2	18680407#1	arm2	NC_062999_HD1	NC_062999_HD2
18680407#1	18895911	arm2	NC_062999_HD2	flankR
