node_a	node_b	arm	label_a	label_b
15666476	8329468#1	arm1	flankL	flankL
8329468#1	8329468#2	arm1	flankL	NC_062999_HD1
8329468#2	8329468#3	arm1	NC_062999_HD1	NC_062999_HD2
8329468#3	8329468#4	arm1	NC_062999_HD2	flankR
8329468#4	18569864	arm1	flankR	
15666476	5651776#4	arm2	flankL	flankL
5651776#4	5651776#3	arm2	flankL	NC_062999_HD1
5651776#3	5651776#2	arm2	NC_062999_HD1	NC_062999_HD2
5651776#2	5651776#1	arm2	NC_062999_HD2	flankR
5651776#1	18569864	arm2	flankR	
