node_a	node_b	arm	label_a	label_b
32744600	22085525#4	arm1	flankL	flankL
22085525#4	22085525#3	arm1	flankL	NC_062999_HD1
22085525#3	22085525#2	arm1	NC_062999_HD1	NC_062999_HD2
22085525#2	22085525#1	arm1	NC_062999_HD2	flankR
22085525#1	7725549	arm1	flankR	flankR
32744600	13614024	arm2	flankL	flankL
13614024	32773087	arm2	flankL	NC_062999_HD1
32773087	26558202	arm2	NC_062999_HD1	flankR
26558202	7725549	arm2	flankR	flankR
