node_a	node_b	arm	label_a	label_b
19679029	17681182#3	arm1		flankL
17681182#3	17681182#2	arm1	flankL	NC_062999_HD1
17681182#2	17681182#1	arm1	NC_062999_HD1	NC_062999_HD2
17681182#1	29115823	arm1	NC_062999_HD2	
29115823	21073062	arm1		
21073062	15150988	arm1		
15150988	18821945	arm1		flankR
19679029	20095578#3	arm2		flankL
20095578#3	20095578#2	arm2	flankL	NC_062999_HD1
20095578#2	20095578#1	arm2	NC_062999_HD1	NC_062999_HD2
20095578#1	15150988	arm2	NC_062999_HD2	
15150988	18821945	arm2		flankR
