node_a	node_b	arm	label_a	label_b
25285668	22573926#1	arm1	flankL	flankL
22573926#1	22573926#2	arm1	flankL	NC_062999_HD1
22573926#2	22573926#3	arm1	NC_062999_HD1	NC_062999_HD2
22573926#3	22573926#4	arm1	NC_062999_HD2	flankR
22573926#4	26835802	arm1	flankR	flankR
25285668	33564868	arm2	flankL	
33564868	25016962	arm2		NC_062999_HD1
25016962	11957146	arm2	NC_062999_HD1	flankR
11957146	26835802	arm2	flankR	flankR
