node_a	node_b	arm	label_a	label_b
23390051	23681617	arm1	flankL	
23681617	12107293#2	arm1		NC_062999_HD1
12107293#2	12107293#1	arm1	NC_062999_HD1	NC_062999_HD2
12107293#1	13225471	arm1	NC_062999_HD2	flankR
23390051	23681617	arm2	flankL	
23681617	10583224	arm2		
10583224	12575657	arm2		NC_062999_HD1
12575657	22078235	arm2	NC_062999_HD1	
22078235	13225471	arm2		flankR
