node_a	node_b	arm	label_a	label_b
40075366#4	40075366#3	arm1	flankL	NC_062999_HD1
40075366#3	40075366#2	arm1	NC_062999_HD1	NC_062999_HD2
40075366#2	40075366#1	arm1	NC_062999_HD2	flankR
